userId,sessions,items,active_days,active_time,sessions_per_day,time_per_day,avg_items_per_session,time_per_session,perc_1_6,perc_6_12,perc_12_18,perc_18_1,unique_songs,unique_artists,max_song_perc,numbers_thup,numbers_thdn,numbers_addlist,numbers_addfrd,numbers_error,perc_thup,perc_thdn,perc_addlist,perc_addfrd,perc_popular_songs,last_status_paid,paid_days,perc_paid_days,female,state_SC,state_ WA,state_NJ,state_ AL,state_ MI,state_ MO,state_ NE,state_VA,state_ RI,state_KY,state_NH,state_ NH,state_ AK,state_ AR,state_WI,state_ID,state_ AZ,state_ WV,state_NC,state_ TN,state_ MA,state_MD,state_ NY,state_DE,state_ MD,state_ OH,state_MO,state_ FL,state_ IL,state_IL,state_ LA,state_ CA,state_ UT,state_WA,state_ TX,state_MS,state_ SC,state_AL,state_IN,state_IA,state_ OK,state_PA,state_ NV,state_ IA,state_ PA,state_ OR,state_ CT,state_WV,state_ NJ,state_ GA,state_ MS,state_MA,state_ MN,state_KS,state_ MT,state_ CO,state_ VA,state_AR,state_ WI,state_ KY,state_ IN,state_ DC,state_ NC,customer_age,agent_Firefox,agent_Mozilla,agent_Safari,agent_Gecko,agent_Version,agent_AppleWebKit,agent_Mobile,agent_Chrome
132,16,2304,21,478993000,1.0952380952380953,2.2719714285714287E7,144.0,2.99370625E7,0.17381193442121212,0.16001054813405968,0.3546017601173958,0.3115757573273324,1734,1299,0.008144299526940249,96,17,38,41,3,0.041666666666666664,0.007378472222222222,0.016493055555555556,0.017795138888888888,0.14107883817427386,1,21,0.9545454545454546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,616,0,1,1,0,1,1,0,0
154,3,118,3,19923000,1.0,6641000.0,39.333333333333336,6641000.0,0.0,0.0,0.4937509411233248,0.5062490588766752,83,78,0.03174137226833442,11,0,1,3,0,0.09322033898305085,0.0,0.00847457627118644,0.025423728813559324,0.15476190476190477,0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,1,1,0,0,1,0,1
101,10,2148,13,490321000,1.2307692307692308,3.761623076923077E7,214.8,4.90321E7,0.3114136382487336,0.2341640555445816,0.21532278524265883,0.23909952096402595,1620,1241,0.010258797175869902,86,16,61,29,3,0.04003724394785847,0.0074487895716946,0.028398510242085662,0.013500931098696461,0.1424596549805231,1,12,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,639,1,1,0,1,0,0,0,0
11,16,848,16,154922000,1.0625,9665750.0,53.0,9682625.0,0.09737095159908157,0.2678371677710981,0.34154733791677844,0.2932445427130419,616,534,0.012321243723887817,40,9,20,6,1,0.04716981132075472,0.01061320754716981,0.02358490566037736,0.007075471698113208,0.13292117465224113,1,4,0.2222222222222222,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,668,0,1,0,1,0,0,0,0
138,15,2469,17,507804000,1.1764705882352942,2.9806E7,164.6,3.38536E7,0.15268929491293529,0.23190024330018022,0.3040043607901152,0.3114061009967693,1803,1332,0.00933973479361991,95,24,67,41,1,0.03847711624139328,0.009720534629404616,0.02713649250708789,0.01660591332523289,0.16859903381642513,1,13,0.7222222222222222,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,1,1,0,1,1,1,0
300017,63,4428,50,881965000,1.44,1.75944E7,70.28571428571429,1.3999444444444444E7,0.16320993926412097,0.16588401140571293,0.3987296727036391,0.272176376626527,3047,2070,0.008156976568520845,303,28,113,63,5,0.06842818428184282,0.006323396567299007,0.025519421860885277,0.014227642276422764,0.15693832599118943,1,50,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,0,1,1,0,1,1,0,0
100021,5,318,5,64526000,1.2,1.28726E7,63.6,1.29052E7,0.5045851425705015,0.2662517831109996,0.0,0.2291630743184989,227,207,0.009873662411985043,11,5,7,7,2,0.03459119496855346,0.015723270440251572,0.0220125786163522,0.0220125786163522,0.1565217391304348,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,1,1,0,1,1,0,0
29,34,3602,29,746128000,1.5172413793103448,2.564341379310345E7,105.94117647058823,2.194494117647059E7,0.18290104457337344,0.14615509514552424,0.39820577909131966,0.27273808118978266,2598,1804,0.010429618222796418,154,22,89,47,0,0.042754025541365905,0.006107717934480844,0.024708495280399777,0.013048306496390895,0.15785997357992074,1,24,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,0,1,1,0,1,1,0,0
69,9,1342,12,284410000,1.0,2.3643666666666668E7,149.11111111111111,3.1601111111111112E7,0.1567223594362923,0.18923434548888565,0.44753159959320066,0.20651169548162138,1043,865,0.01167886654928219,72,9,33,12,4,0.05365126676602087,0.0067064083457526085,0.02459016393442623,0.00894187779433681,0.168,1,11,0.8461538461538461,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,618,0,1,1,0,0,1,0,1
112,10,292,8,50671000,1.25,6333875.0,29.2,5067100.0,0.15667440217939663,0.0,0.4975481787912421,0.3457774190293613,211,195,0.023414950598018024,9,3,7,7,0,0.030821917808219176,0.010273972602739725,0.023972602739726026,0.023972602739726026,0.15813953488372093,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,627,1,1,0,1,0,0,0,0
42,47,4257,44,929367000,1.3181818181818181,2.1056545454545453E7,90.57446808510639,1.977376595744681E7,0.19684104891138357,0.19205899035734544,0.28395327021248745,0.32714669051878353,3000,2073,0.008924237799873594,166,25,104,52,7,0.03899459713413202,0.005872680291284942,0.02443035001174536,0.01221517500587268,0.15253288553036665,1,40,0.8888888888888888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,607,0,1,1,0,0,1,0,1
73,6,456,5,93225000,1.4,1.85968E7,76.0,1.55375E7,0.24437689969604864,0.5330330004342162,0.12867998263135041,0.09391011723838472,363,334,0.011096441318153702,14,7,11,11,1,0.03070175438596491,0.015350877192982455,0.02412280701754386,0.02412280701754386,0.14058355437665782,1,5,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,1,1,0,1,0,0,0,0
87,25,1002,16,188413000,1.75,1.17331875E7,40.08,7536520.0,0.28792295566927945,0.151065621558593,0.3190170801753363,0.24199434259679126,729,622,0.016932907674281867,32,5,19,27,0,0.031936127744510975,0.00499001996007984,0.018962075848303395,0.02694610778443114,0.1590612777053455,1,1,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,0,1,1,0,0,1,0,1
200010,6,317,5,58739000,1.2,1.17478E7,52.833333333333336,9789833.333333334,0.49600706774992637,0.08344448871411991,0.30486600724097906,0.11568243629497463,230,214,0.011812468846705287,14,7,5,8,1,0.04416403785488959,0.022082018927444796,0.015772870662460567,0.025236593059936908,0.16877637130801687,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,1,1,0,1,0,0,0,0
64,3,68,3,10799000,1.0,3599666.6666666665,22.666666666666668,3599666.6666666665,0.0,0.2930826928419298,0.7069173071580702,0.0,46,46,0.05331487364466113,4,0,1,5,0,0.058823529411764705,0.0,0.014705882352941176,0.07352941176470588,0.1956521739130435,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,1,1,0,0,1,0,1
3,4,253,5,58818000,1.0,1.1654E7,63.25,1.47045E7,0.35939906883361894,0.17346002734652197,0.10699759419838344,0.36014330962147567,211,197,0.014640150974677666,14,3,4,1,0,0.05533596837944664,0.011857707509881422,0.015810276679841896,0.003952569169960474,0.16355140186915887,1,5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,652,0,1,1,0,0,1,0,1
113,24,1895,24,393855000,1.125,1.6372916666666666E7,78.95833333333333,1.6410625E7,0.19682645904381957,0.15947751109967184,0.4285592947686764,0.21513673508783218,1444,1111,0.013112464443086995,82,12,50,32,3,0.04327176781002638,0.0063324538258575196,0.026385224274406333,0.016886543535620052,0.15709779179810726,1,23,0.92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,663,0,1,1,0,0,1,0,1
30,32,1775,26,352501000,1.3846153846153846,1.3512153846153846E7,55.46875,1.101565625E7,0.21545928940887407,0.22377764892963553,0.33756809975142515,0.22319496191006527,1278,1018,0.012758024935851216,62,17,47,25,1,0.03492957746478873,0.009577464788732394,0.02647887323943662,0.014084507042253521,0.15737473535638674,1,6,0.21428571428571427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603,1,1,0,1,0,0,0,0
34,3,73,4,12316000,1.0,3042500.0,24.333333333333332,4105333.3333333335,0.0,0.5544169903313776,0.06594496322617965,0.37963804644244276,53,53,0.036237025455069044,2,0,4,0,0,0.0273972602739726,0.0,0.0547945205479452,0.0,0.07547169811320754,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,1,1,0,0,1,0,1
133,1,44,1,10432000,1.0,1.0432E7,44.0,1.0432E7,0.6542631116319954,0.0,0.0,0.3457368883680047,32,32,0.05339549236374573,2,0,3,1,0,0.045454545454545456,0.0,0.06818181818181818,0.022727272727272728,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,1,1,0,0,1,0,1
59,7,872,8,192058000,1.0,2.398925E7,124.57142857142857,2.743685714285714E7,0.16893116660060775,0.37119830889153127,0.2679561368740917,0.19191438763376933,684,578,0.007296368433941563,30,9,14,16,4,0.034403669724770644,0.010321100917431193,0.016055045871559634,0.01834862385321101,0.143646408839779,1,5,0.45454545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,606,1,1,0,1,0,0,0,0
139,4,457,5,94137000,1.0,1.87752E7,114.25,2.353425E7,0.40775641785895267,0.4421179743177824,0.019795361675058493,0.13033024614820646,370,334,0.010068888034435609,18,5,13,6,1,0.03938730853391685,0.010940919037199124,0.028446389496717725,0.01312910284463895,0.16976127320954906,1,5,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,0,1,1,0,1,1,1,0
146,17,837,17,162001000,1.2352941176470589,9477411.764705881,49.23529411764706,9529470.588235294,0.19932595089070776,0.31040024010654726,0.16878114663381877,0.3214926623689262,621,541,0.012023309032245723,38,9,13,9,1,0.04540023894862605,0.010752688172043012,0.015531660692951015,0.010752688172043012,0.1476923076923077,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,0,1,1,0,0,1,0,1
8,7,334,7,61690000,1.0,8812857.142857144,47.714285714285715,8812857.142857144,0.023531923279033105,0.1820316605359958,0.48668221229637415,0.307754203888597,244,230,0.011425808567163015,16,3,6,5,2,0.04790419161676647,0.008982035928143712,0.017964071856287425,0.014970059880239521,0.14342629482071714,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,1,1,0,0,1,0,1
22,2,40,2,6398000,1.0,3199000.0,20.0,3199000.0,0.0,0.0,0.9554548296342608,0.044545170365739295,28,28,0.08857285011544308,3,0,0,3,0,0.075,0.0,0.0,0.075,0.17857142857142858,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,1,0,1,0,0,0,0
28,21,1780,17,359555000,1.5294117647058822,2.108276470588235E7,84.76190476190476,1.7121666666666668E7,0.1150034758282181,0.1966699595565575,0.35775982167734743,0.33056674293787697,1331,1075,0.008987177413285948,79,22,50,20,1,0.044382022471910115,0.012359550561797753,0.028089887640449437,0.011235955056179775,0.14756348661633492,1,6,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,0,1,0,1,0,0,0,0
300018,28,2046,27,409027000,1.2222222222222223,1.5107851851851853E7,73.07142857142857,1.4608107142857144E7,0.19866186309830158,0.2066416920701532,0.28949582327091333,0.3052006215606319,1493,1170,0.007899405473121027,132,24,58,35,2,0.06451612903225806,0.011730205278592375,0.028347996089931573,0.01710654936461388,0.1548780487804878,1,26,0.9285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,0,1,1,0,0,1,0,1
300012,7,786,7,158133000,1.1428571428571428,2.256485714285714E7,112.28571428571429,2.259042857142857E7,0.31582514835277264,0.2881368937998772,0.28513786576631883,0.11090009208103131,606,524,0.02063505738546071,52,7,14,16,0,0.06615776081424936,0.008905852417302799,0.017811704834605598,0.020356234096692113,0.1588785046728972,1,6,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,1,1,0,0,1,0,1
100022,20,963,20,163517000,1.15,8118200.0,48.15,8175850.0,0.10331662644638327,0.1240455417362787,0.48866406781758553,0.2839737639997525,638,555,0.014951455426672927,45,20,14,11,1,0.04672897196261682,0.020768431983385256,0.014537902388369679,0.01142263759086189,0.16740088105726872,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,1,1,0,1,0,0,0,0
85,41,4370,39,912282000,1.2820512820512822,2.3322384615384616E7,106.58536585365853,2.225078048780488E7,0.29677494572764795,0.2942417440352066,0.2606474901896544,0.14833582004749107,3106,2124,0.007213567975195562,192,38,108,58,2,0.043935926773455376,0.008695652173913044,0.02471395881006865,0.013272311212814645,0.14463495575221239,1,28,0.6363636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,1,1,0,0,1,0,1
16,9,819,11,168863000,1.0,1.5293181818181818E7,91.0,1.8762555555555556E7,0.32779968596051734,0.2807896534778075,0.174423761521773,0.2169868990399022,646,550,0.015437054907549241,42,4,19,10,0,0.05128205128205128,0.004884004884004884,0.0231990231990232,0.01221001221001221,0.14814814814814814,1,11,0.9166666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,621,0,1,1,0,0,1,0,1
35,38,2005,34,396855000,1.2647058823529411,1.1634764705882354E7,52.76315789473684,1.0443552631578946E7,0.27250432370154837,0.2119444011577557,0.22065056061229235,0.2949007145284036,1452,1098,0.006858649087967639,71,14,64,31,3,0.03541147132169576,0.006982543640897756,0.03192019950124688,0.015461346633416459,0.15031055900621118,0,10,0.2631578947368421,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,616,0,1,1,0,1,1,0,0
